t,comp1,comp2,comp3,blend
1.6500000000000001,0.7135195264058243,-0.04522350508293316,-0.8465092322685246,-0.05940440364854449
1.7000000000000002,0.3803602636695683,-0.4573462811389096,-0.9947600721590742,-0.35724869654280517
1.75,-0.014136696038032191,-0.786288432136619,-0.9370993491224596,-0.5791748257657036
1.8,-0.40635394237759925,-0.9722230504211844,-0.685462614184777,-0.6880132023278535
1.85,-0.7330416963874349,-0.9813329641761737,-0.29193771730209556,-0.6687707926219013
1.9000000000000001,-0.9415176030118776,-0.8119612924962032,0.16201718006964214,-0.5304872384794795
1.9500000000000002,-0.9981623986007514,-0.49491279339181266,0.5824351355164928,-0.30354668549202374
2.0,-0.8938414241512642,-0.08785119655074371,0.8822912264349522,-0.03313379808901858
2.0500000000000003,-0.6453776996518985,0.3351884846053685,0.9995163790228945,0.22977572132545485
2.1,-0.2928390084580565,0.6972651956628113,0.9098454311982,0.4380905394676516
2.15,0.10692351781492584,0.9325256250568849,0.6318399291392051,0.5570963573370052
2.2,0.48944333247664074,0.9981813860104127,0.22304595760890994,0.5702235586986545
2.25,0.7930344848157803,0.8822912264349528,-0.23191768138315833,0.4811360099558583
2.3000000000000003,0.968739226392212,0.6059328642635837,-0.6388752397326866,0.3119322836410364
2.35,0.9882230406313864,0.2193694420067275,-0.91358804599511,0.0980014788810013
2.4000000000000004,0.8483439266257476,-0.20709216693564203,-0.9991915909518146,-0.11931327708723634
2.45,0.5716590848165926,-0.59588853927112,-0.8779662653950392,-0.3007319066165222
2.5,0.20278729535651477,-0.8763066800438627,-0.57500525204328,-0.4161748789102093
2.5500000000000003,-0.19878640032325184,-0.9973450676736202,-0.15302033186886227,-0.4497172666219114
2.6,-0.5683033825403174,-0.9369896415802631,0.30063921676783384,-0.40155126911758227
2.6500000000000004,-0.8461745647209924,-0.7062176465237159,0.6920675875211045,-0.28677487457453454
2.7,-0.9875898549665199,-0.3470011277274488,0.9402405918940112,-0.13145013026665245
2.75,-0.9697443258207302,0.07532680552793244,0.9937873590233535,0.033123279576851905
2.8000000000000003,-0.7955157848875948,0.4839545491767618,0.8416239111562145,0.17668755848179382
2.85,-0.4930006935177706,0.8045622442093243,0.5152475050157206,0.2756030185690914
2.9000000000000004,-0.11098327229382614,0.978838826184721,0.08221681909313079,0.31669079099467523
2.95,0.2889315450965063,0.9750874482725088,-0.3678324366255096,0.2987288522478352
3.0,0.6422526531765844,0.7939903986478348,-0.7417417727387359,0.2315004263618944
3.0500000000000003,0.8920027461366057,0.46848500818059347,-0.9621133744900537,0.1327914599423818
3.1,0.9979065981347455,0.05777311791664269,-0.9833311559393659,0.02411618670400743
3.1500000000000004,0.9428859310162622,-0.3634463554589616,-0.8010031167819245,-0.07385451374154132
3.2,0.735813493407198,-0.7185634108878366,-0.45287046975747586,-0.14520679574603815
3.25,0.4100822225892906,-0.9429905358928641,-0.010995352723223143,-0.1813012220089322
3.3000000000000003,0.018220229124783518,-0.9959096691760277,0.4331557606316936,-0.18151122647318355
3.35,-0.37657999685124094,-0.8676960542550538,0.7876452740100515,-0.15221025903208107
3.4000000000000004,-0.710652139642433,-0.5816687582568187,0.9790952023238536,-0.10440856519179938
3.45,-0.9301230221103401,-0.1898494773140928,0.9678761363670908,-0.0506987876857807
3.5,-0.9996003076502568,0.23649899702372468,0.7563103802514752,-0.0022636434583522824
3.5500000000000003,-0.9078799429109573,0.6198338180109642,0.3881912432612016,0.03338170612040281
3.6,-0.6697529470283654,0.8904353195405453,-0.0602820091099431,0.053466787800745603
3.6500000000000004,-0.32362018073705834,0.999087397825899,-0.49627711417740983,0.05973003430381026
3.7,0.07470025728513639,0.9260287731575905,-0.8295447384328836,0.05706143066994773
3.75,0.46097437453545925,0.6845471059286904,-0.9910997473659745,0.05147391103272503
3.8000000000000003,0.7729107935624631,0.31856228102420936,-0.9475008667245624,0.047990735954036724
3.85,0.9602059906488765,-0.1053615952039008,-0.707772899479747,0.04902383198840957
3.9000000000000004,0.9926563479608101,-0.5101226538742257,-0.321538625831769,0.05366502275160514
3.95,0.8650288525536196,-0.8221042958190624,0.13125292412784345,0.05805916028746688
4.0,0.5979049830575206,-0.9845643345292052,0.5568756164881842,0.05673875500549985
4.05,0.23436169709918597,-0.9679550768797698,0.8672271678403934,0.044544596019936544
4.1000000000000005,-0.1669752495840477,-0.7752973595759135,0.9980659838700761,0.018597791570038307
4.15,-0.5413854159514514,-0.441631129389979,0.922308925784028,-0.02023587318580078
4.2,-0.8284906302506047,-0.027642493834603005,0.6556374173444777,-0.06683190224691
4.25,-0.9819917011209964,0.39137366683720265,0.2532514496123357,-0.11245552822381936
4.3,-0.9771347226761625,0.7392080827754679,-0.20155660789072857,-0.1464944159304744
4.3500000000000005,-0.8147029414865249,0.9525977838244724,-0.6146432118386729,-0.15891612316690848
4.4,-0.5208904485883209,0.9927321587553368,-0.9005010015886487,-0.14288643047387758
4.45,-0.14307806521119584,0.8523117005407904,-0.9999584986005577,-0.09690828775698772
4.5,0.25780738821406,0.5568756164881867,-0.8924283781237196,-0.02591512447382427
4.55,0.6171182794001109,0.16015684190218152,-0.6001689673556443,0.059035384648882694
4.6000000000000005,0.876911377501962,-0.2656907280106587,-0.18367685611300452,0.14251459779276623
4.65,0.9952919005229618,-0.6432153493404691,0.27083566786461355,0.2076374063490354
4.7,0.9531695560694865,-0.9037540958273139,0.669286235570327,0.23956723193749985
4.75,0.7573370820970835,-0.9999210442038162,0.9291970903653575,0.22887104275287493
4.800000000000001,0.4393748356855839,-0.9142256687878002,0.9967676708576358,0.1739722792518065
4.8500000000000005,0.05055807816372025,-0.6622539602950046,0.8580111231047177,0.08210508032447779
4.9,-0.3464117814933115,-0.28983369753066185,0.541649526343425,-0.03153198422684944
4.95,-0.6875185478935832,0.13530055705517838,0.11316853149847889,-0.14634981977997533
5.0,-0.9177546256839791,0.5358267949789939,-0.3387379202452879,-0.2402219169834244
5.050000000000001,-0.9999916601958732,0.8388986322278413,-0.7205269069514639,-0.29387331163983194
5.1000000000000005,-0.9209679340930476,0.9893943680257964,-0.9531695560694866,-0.29491437404557924
5.15,-0.6934269798320185,0.9599423369881518,-0.9885097213846864,-0.24066478807618438
5.2,-0.35406253078646716,0.7558991768574201,-0.8192321226824469,-0.13913182553716466
5.25,0.042398787455580705,0.4143755809932858,-0.48037658101397473,-0.007867404188369398
5.300000000000001,0.4320227879615221,-0.002513271477007834,-0.042084908605436636,0.12914153595969255
5.3500000000000005,0.7519778840528687,-0.4189450184650376,0.4049181803035359,0.24598368196378897
5.4,0.9506674432655838,-0.7591804347117578,0.7681047412904014,0.3198639166147425
5.45,0.9960503689383459,-0.9613386309271436,0.9722965333903395,0.33566942380051396
5.5,0.8808081149230045,-0.9886517447379141,0.9752266299092243,0.2891276666981049
5.550000000000001,0.623524889745685,-0.8361521575741502,0.7762885119782132,0.18788708138324936
5.6000000000000005,0.26569072801065163,-0.5315759886622344,0.41666161565976706,0.05025878500272809
5.65,-0.1349892799376231,-0.1303185416326115,-0.02921265516984078,-0.0981734922466918
5.7,-0.5139006323819942,0.2946408096142884,-0.46904001715014976,-0.22943327997261853
5.75,-0.8099392868259983,0.6660118674342521,-0.8117778741233338,-0.3185684311716933
5.800000000000001,-0.9753654265419089,0.9162508952933643,-0.9864807893164148,-0.34853177352165315
5.8500000000000005,-0.9835020839328976,0.9998452485944886,-0.9569859217367196,-0.31354758569170954
5.9,-0.8330371244962911,0.9015910635571845,-0.7293985971322811,-0.22028155269046254
5.95,-0.5482348443961715,0.6393584855462323,-0.3508285287126418,-0.08656829585419368
6.0,-0.1750230589752759,0.26084150628989505,0.10036171485120478,0.06206005405527465
6.050000000000001,0.22641331344861487,-0.16511646118286588,0.5307774640003368,0.19735810542202858
6.1000000000000005,0.5913377982304918,-0.5610435942200585,0.8513242907452763,0.2938728315852365
6.15,0.8609019046026053,-0.8549299787549524,0.9956502174245868,0.3338740477574132
6.2,0.9916351572017206,-0.9933245336923793,0.933880324482099,0.3107303159971468
6.25,0.962455236453649,-0.9510565162951549,0.6788007455329464,0.23006648856381354
6.300000000000001,0.7780677578168068,-0.7358134934071964,0.28321198618871435,0.1084887501994416
6.3500000000000005,0.468207434325696,-0.386743152287857,-0.17100058039100527,-0.029845432784388753
6.4,0.08284299416020917,0.032666750933523524,-0.5898166752432863,-0.1581023100498512
6.45,-0.3158808816702306,0.4461353338177045,-0.8865429548336395,-0.2520961675620552
6.5,-0.663665141432455,0.7784623015670219,-0.999758204436984,-0.2949870147674724
6.550000000000001,-0.9044253631343021,0.9692051272798314,-0.9060272966839468,-0.28041584417947246
6.6000000000000005,-0.9993360465012809,0.9836721383166104,-0.624752174063158,-0.21347202741594284
6.65,-0.9330916948983337,0.819232122682445,-0.21415572039590006,-0.1093384308705962
6.7,-0.7163750119430388,0.5057928851395789,0.24077015534073762,0.010062676179092575
6.75,-0.38413418622770573,0.10036171485121623,0.6458575218931293,0.12069501683887991
6.800000000000001,0.010052927156736056,-0.3233229113359409,0.9172548304271748,0.20132828208265666
6.8500000000000005,0.40261888434133997,-0.6882026385445571,0.9987838671820637,0.23773337099294886
6.9,0.7302576725193449,-0.9279143519271315,0.8735684306977738,0.22530391709666242
6.95,0.9401335708627084,-0.9988600799350685,0.5675276415247742,0.16960037748413803
7.0,0.9984015501089751,-0.8881364488135445,0.14401078255226157,0.08475862794923074
7.050000000000001,0.8956651932411269,-0.6158815054325838,-0.30931576233712255,-0.009844024842859808
7.1000000000000005,0.6484919814800068,-0.23161207609990192,-0.6986151173106453,-0.09391173731018015
7.15,0.2967415873796642,0.19478218961071236,-0.9433037920648106,-0.15059333835814467
7.2,-0.10286197989363884,0.5857501165705461,-0.9927321587553373,-0.16994800735947665
7.25,-0.4858778077124597,0.8701837546695261,-0.8366687329036769,-0.15078759531553684
7.300000000000001,-0.7905399572394276,0.9963512569890517,-0.507418051887484,-0.10053558404595331
7.3500000000000005,-0.9677179687728975,0.9413056965773049,-0.07313375819842552,-0.033182010131339375
7.4,-0.9888397431230688,0.7150585774315048,0.37628894612336233,0.03416926014393279
7.45,-0.8504991384861461,0.35875897534889617,0.7478212654397419,0.08536036743416399
7.5,-0.5750052520432841,-0.06279051952930874,0.9645574184577976,0.10892054896173493
7.550000000000001,-0.20678480797712534,-0.47291988292821363,0.9816338433400447,0.10064305081156855
7.6000000000000005,0.19478218961071236,-0.7970361462173055,0.7955157848875938,0.06442060942700023
7.65,0.5649382011862493,-0.9761901181955526,0.4447289754629697,0.011159019484555463
7.7,0.8439910889559797,-0.9777978685121788,0.0018849544759357256,-0.043973941693421094
7.75,0.9869401966897559,-0.8015669848708787,-0.44134924494009775,-0.08532534437374022
7.800000000000001,0.9707332502937868,-0.47954975600863353,-0.7932258241964355,-0.10068077663709409
7.8500000000000005,0.7979838160677598,-0.07031360770529532,-0.9809076656604034,-0.08441248576597966
7.9,0.4965498315004639,0.351710946408313,-0.9655453398157814,-0.039094853969001475
7.95,0.11504117561521833,0.7097674798588512,-0.7503187898603354,0.024829955204578053
8.0,-0.2850192624699719,0.9387338576538733,-0.37977909552180933,0.09131183322069736
8.05,-0.6391168941786181,0.9969664342500455,0.06937343151337952,0.14240765719493564
8.1,-0.8901491898655788,0.8738740617146413,0.50416592128094,0.1626302643766675
8.15,-0.9976341529776084,0.5918443725914282,0.8345979770795039,0.14293606556444124
8.200000000000001,-0.94423853205269,0.20217199153076626,0.9922714163170856,0.08340162526505394
8.25,-0.7385730173461447,-0.2242707609493804,0.9445484349501155,-0.006098447781803166
8.3,-0.4138036627901476,-0.609923891107463,0.7013075091617755,-0.10747334824527832
8.35,-0.022303458305263184,-0.88464608645188,0.31289858825013617,-0.19801698550233568
8.4,0.3727934488260883,-0.9984717850692079,-0.14027915395572632,-0.2553191633996153
8.450000000000001,0.7077728994797465,-0.93069874633969,-0.564419643214322,-0.26244849669142184
8.5,0.9286154021410165,-0.6936533058128047,-0.8717274065385011,-0.2122551034034298
8.55,0.9997074298448588,-0.33044850217147276,-0.9985909021940119,-0.10977732484020863
8.6,0.9095845325188417,0.09285717928116594,-0.9187498676311661,0.027897281389613893
8.65,0.6727801183403275,0.4992743048795525,-0.6487310942569383,0.1744411096543139
8.700000000000001,0.32748176573359195,0.8148850754945921,-0.2444274442812805,0.2993131323156345
8.75,-0.07062698593116574,0.982287250728689,0.210471759821301,0.37404400820627476
8.8,-0.4573462811389155,0.9710342780540631,0.621804107724319,0.37849736821315555
8.85,-0.77031295210343,0.7831728108260408,0.904425363134294,0.30576174061896827
8.9,-0.9590573345108417,0.452870469757468,0.9998339978469633,0.1645490443645298
8.950000000000001,-0.9931421118510916,0.040201549362941985,0.8882807862547777,-0.02155325874445731
9.0,-0.8670707011644898,-0.3797790955218039,0.5928568201610657,-0.2179976588417427
9.05,-0.6011736435828623,-0.7306867778563941,0.17471374033529388,-0.38571556036798754
9.1,-0.23833005846049324,-0.9486995719838393,-0.27959442124651895,-0.48887468389695043
9.15,0.1629471336953329,-0.9941660338362999,-0.6760275978185226,-0.5024154993198299
9.200000000000001,0.537947127984777,-0.8588168740983323,-0.9325256250568852,-0.41779845705681345
9.25,0.826196635762816,-0.567268949126753,-0.9959943839327466,-0.24568889909889455
9.3,0.9812119344932192,-0.17254802874563663,-0.8532960820246575,-0.014877392092358277
9.35,0.9779949307166019,0.25355535493632864,-0.5339687267329016,0.23252718630667632
9.4,0.8170644052354038,0.633542931449292,-0.10411186975220156,0.4488318223108314
9.450000000000001,0.5243723534294055,0.8983038204117104,0.3472957494875987,0.5899906411095716
9.5,0.14711891183864884,0.9996841892833,0.7268144654868927,0.6245391888696138
9.55,-0.25385923523544,0.9192453127499158,0.9558853431228777,0.5404238068791178
9.600000000000001,-0.6138995075325323,0.6716171469410017,0.9870915793339128,0.3482697395807941
9.65,-0.8749410526739233,0.30183748152160084,0.8139736015546019,0.08029001013409313
9.700000000000001,-0.9948877614647822,-0.12283938414716492,0.4723661747428382,-0.21512032362303626
9.75,-0.9543967750966058,-0.5251746299612893,0.03298074091465423,-0.48219688804774696
9.8,-0.7599977552852606,-0.8319928555514098,-0.41323158122388653,-0.6684073973535191
9.850000000000001,-0.44303989727442594,-0.9874909794530682,-0.7739065329732105,-0.734812469900235
9.9,-0.05463649260459728,-0.9633875185211169,-0.9743857669569557,-0.6641365926942232
9.950000000000001,0.34257770790028047,-0.7640663303030439,-0.9731708419334799,-0.4648864881120811
10.0,0.684547105928682,-0.42577929156507827,-0.7705132427757941,-0.17058180947073018
10.05,0.9161249963348781,-0.010052927156730907,-0.40836232405644907,0.1659032483738994
10.100000000000001,0.9999666409225975,0.40750183030748593,0.0383180472820869,0.4819288395040568
10.15,0.9225515595562839,0.7509415061469897,0.4770667281306271,0.7168532646113003
10.200000000000001,0.6963638712552326,0.9578024309623305,0.817064405235404,0.823743569150989
10.25,0.3578790788751039,0.9904614256966517,0.9879328486657556,0.7787577844125037
10.3,-0.038318047282090824,0.8429785806845481,0.9543029385440612,0.5863211573155062
10.350000000000001,-0.4283359244555784,0.5421775867253118,0.7231359387449451,0.2789925336715595
10.4,-0.7492794485861642,0.14276713114745027,0.34228254166957534,-0.08807659192304619
10.450000000000001,-0.9493925912230575,-0.2826093368292729,-0.10942204363744712,-0.4471413238965925
10.5,-0.9964046856445928,-0.6565857557529536,-0.538476680826648,-0.7304890407413982
10.55,-0.8827344625199549,-0.9111445346515008,-0.8560686869231295,-0.8833158946981952
10.600000000000001,-0.6267126213639073,-0.9999873669329657,-0.996457720935344,-0.8743859030774056
10.65,-0.2696257833376174,-0.9069558128638633,-0.9305837851609806,-0.7023884604541538
10.700000000000001,0.13094147620925892,-0.6489701430066586,-0.6720825345193465,-0.39670373377224877
10.75,0.5103928376041483,-0.27295193551732755,-0.27446274768782564,-0.012340615200334951
10.8,0.8075371753702439,0.1527098648982667,0.17996978718558856,0.38007227581803305
10.850000000000001,0.9744563679592644,0.5505973014704094,0.5971492585352168,0.7074009759882968
10.9,0.9842326749244306,0.8483439266257491,0.8907210976857427,0.9077658997453074
10.950000000000001,0.835289548420438,0.9917965715056108,0.9999170471218977,0.9423343890159822
11.0,0.5516458706284338,0.9548645447466434,0.9021339593682056,0.8028814582477609
11.05,0.17904261824348142,0.7442649209095669,0.6176125628080514,0.5136400339870333
11.100000000000001,-0.22243342373526273,0.3983008612318129,0.20524770765869668,0.1270383817184156
11.15,-0.5880393834668635,-0.02010483832546005,-0.24960264470153573,-0.28591562216461974
11.200000000000001,-0.8588168740983398,-0.4348539365555359,-0.6527861960715851,-0.6488190022418202
11.25,-0.9910997473659743,-0.7705132427757894,-0.9208454801410222,-0.8941528234275952
11.3,-0.9635557886038442,-0.9660341554134987,-0.998293241555856,-0.975961061857733
11.350000000000001,-0.7806267945959877,-0.9858559792233167,-0.8690980873757397,-0.8785269537316814
11.4,-0.47181228007477266,-0.8263735866196734,-0.5600029246235744,-0.6193962637726735
11.450000000000001,-0.08691232386364299,-0.5165931063274355,-0.1349892799376219,-0.24616490337623345
11.5,0.312003296688413,-0.11285638487348029,0.3179666338323981,0.1723711818824436
11.55,0.660604608690719,0.31140628163073525,0.7051046600901062,0.5590385168038535
11.600000000000001,0.9026754305865596,0.6790314062517837,0.9462886953806736,0.8426651774063391
11.65,0.9991789119546798,0.9231565503644845,0.9915945589396024,0.9713100070862555
11.700000000000001,0.9345526982007044,0.9993810422739491,0.8316441088045573,0.9218592830930703
11.75,0.7192185486256852,0.8938414241512624,0.4995464816407575,0.7042021514725684
11.8,0.38790170157809833,0.6257328917723511,0.0640446269970791,0.3592264067825095
11.850000000000001,-0.00596899059654426,0.24381813596132437,-0.3847142225855105,-0.04895502574024347
11.9,-0.3988771107798111,-0.18244145392005642,-0.7538386868826463,-0.44505241719417127
11.950000000000001,-0.7274614682393541,-0.5755191971363409,-0.9669214014601237,-0.7566340222786062
12.0,-0.9387338576538742,-0.8639234171928372,-0.9798550523842511,-0.9275041090769874
12.05,-0.9986240486704634,-0.9952001108909342,-0.7899624229565647,-0.9279288608393207
12.100000000000001,-0.8974740229864384,-0.9454731084928943,-0.4365505674187422,-0.7598325662993584
12.15,-0.651595446715911,-0.7237865923006951,0.0072256002278454105,-0.4560521462629202
12.200000000000001,-0.30063921676782823,-0.3704601707692767,0.4495060960258958,-0.07386443050373638
12.25,0.09879872627481238,0.050244318179760564,0.7987405344192593,0.31592785962461073
12.3,0.48230417869678677,0.4618105371478868,0.9826387109152546,0.6422511422533094
12.350000000000001,0.7880322437662813,0.7893841869782564,0.9631344002988198,0.8468502770144525
12.4,0.9666805699969631,0.9733872584703661,0.7442649209095815,0.8947775831256369
12.450000000000001,0.9894399521552079,0.9803538831334195,0.37133542505451766,0.7803764201143816
12.5,0.8526401643540983,0.8090169943749521,-0.07845909572783208,0.5277326876670727
12.55,0.578341828407619,0.4905387773710889,-0.5120128812019259,0.18562257485892733
12.600000000000001,0.21077887150814603,0.08284299416020427,-0.839581941758087,-0.18198669202991224
12.65,-0.1907747300075484,-0.3399199981220606,-0.993360723963388,-0.508018484030999
12.700000000000001,-0.5615635968842979,-0.700859468316903,-0.9415176030118787,-0.73464688940436
12.75,-0.8417935357502297,-0.9343289424566097,-0.6947839083576851,-0.8236354621881748
12.8,-0.9862740766371431,-0.9978657667668943,-0.30423257920991154,-0.762790807537983
12.850000000000001,-0.9717059833165096,-0.8799140743296078,0.14929374022121977,-0.5674421058082991
12.9,-0.8004385371904758,-0.6019265278387307,0.5719168215303218,-0.2768160811662949
12.950000000000001,-0.5000906872264923,-0.21446258044633537,0.8761552894220086,0.05386734058306031
13.0,-0.11909716009487879,0.21200710992204957,0.9990329346781239,0.3639809615017649
13.05,0.2811022258338014,0.5999176501510886,0.9151145506678074,0.5987114755508992
13.100000000000001,0.6359704749612287,0.8787171574910279,0.6417709246728411,0.7188195190416993
13.15,0.8882807862547742,0.997698502043002,0.23558315078826014,0.7071874796953455
13.200000000000001,0.99734506767362,0.9352217514007455,-0.21936944200671518,0.5710657923558834
13.25,0.9455753835603087,0.7026499697988521,-0.6289133921286661,0.33977065374349813
13.3,0.7413202221764903,0.3422825416695694,-0.9082746548434261,0.05844270300087787
13.350000000000001,0.4175182009080186,-0.08033810013340213,-0.9996265080731268,-0.22081546909950345
13.4,0.026386315472777856,-0.4883471146843612,-0.8840594645943941,-0.44867342126865917
13.450000000000001,-0.3690006827522562,-0.8075371753702454,-0.5854954641910701,-0.5873444407711906
13.5,-0.7048818539423567,-0.9798550523842464,-0.16573612282813177,-0.6168243430515783
13.55,-0.9270922932305694,-0.9739601416592686,0.28832996750892875,-0.5375741557936363
13.600000000000001,-0.9997978773111629,-0.7909245900105027,0.6827128478839707,-0.369336539812565
13.65,-0.9112739506130427,-0.4640382966279475,0.9357767575114965,-0.14651182990983125
13.700000000000001,-0.6757960679434695,-0.052754256600619616,0.9951384266863158,0.08886270071407558
13.75,-0.3313378884625762,0.36812455268467664,0.8485102149815119,0.2950989597345374
13.8,0.06655253654674118,0.7220500890246971,0.5262436062235427,0.43828207726499374
13.850000000000001,0.4537105593855472,0.9446515494831204,0.09504656642933058,0.49780289176599934
13.9,0.7677022621261346,0.9954429185757828,-0.35582475221065474,0.46910680949708755
13.950000000000001,0.9578926816721766,0.8651864305157404,-0.7330416963874307,0.3633458052668288
14.0,0.9936113105200088,0.5775727034222676,-0.9585217890173706,0.20422074164163526
14.05,0.8690980873757347,0.18491196825512657,-0.9855915059193012,0.02280618323718664
14.100000000000001,0.6044322767673309,-0.24137994253218847,-0.8086475183396096,-0.14853172803482237
14.15,0.24229444456977645,-0.6237704697849928,-0.46431656075709327,-0.2819308619907699
14.200000000000001,-0.15891629991226902,-0.8927116924093864,-0.023873835730066618,-0.358500609350574
14.25,-0.5344998672707346,-0.9992894726405894,0.4215106827663887,-0.3707595523816451
14.3,-0.8238888606387944,-0.924119797220913,0.7796440882477031,-0.3227881898706681
14.350000000000001,-0.9804158016347623,-0.6808742774538588,0.9763941237777272,-0.22829865177029798
14.4,-0.9788388261847213,-0.313793601875183,0.9710342780540653,-0.10719938333527963
14.450000000000001,-0.8194122406700811,0.11035881347640236,0.764674018817647,0.018540197207989384
14.5,-0.5278455119450679,0.5144395337815084,0.4000291372372884,0.12887438635790963
14.55,-0.1511573045802716,0.8249556975583274,-0.04742025888915372,0.20879271136296737
14.600000000000001,0.24990684798423157,0.9854316546073271,-0.48505384123742107,0.2500948871180459
14.65,0.6106704960616441,0.9666805699969616,-0.8222831177149624,0.2516893161145478
14.700000000000001,0.8729561341718846,0.7721128288177705,-0.9893029068235484,0.21858868538870224
14.75,0.9944670280684813,0.4371157666509424,-0.951540745536524,0.1600140163942999
14.8,0.9556080751593937,0.022617538316734374,-0.7168132580507388,0.0871374518084631
14.850000000000001,0.7626457520086058,-0.39599429288701116,-0.3337081442175343,0.010981104968020128
14.9,0.4466975691313535,-0.7425839952132204,0.11847329008779374,-0.05913771199802439
14.950000000000001,0.05871399573017421,-0.9541149828904726,0.5461312025813227,-0.1164232615263252
15.0,-0.33873792024527843,-0.9921147013144789,0.8607420270039414,-0.1567035315186053
15.05,-0.681564245986233,-0.8496718877049382,0.9971825156662909,-0.17801787267496014
15.100000000000001,-0.9144800863797267,-0.5526935686623293,0.9272100047810944,-0.17998788342032054
15.15,-0.9999249425974843,-0.15519317607725766,0.6653085387743051,-0.1632698599668123
15.200000000000001,-0.924119797220913,0.27053323675386765,0.2656907280106483,-0.129298610818799
15.25,-0.6992891476018773,0.6470559615694381,-0.1889240559841138,-0.080385747338851
15.3,-0.36168965768088956,0.9058942937252932,-0.6044322767673145,-0.02007588024097029
15.350000000000001,0.034236667978583234,0.9999715756739831,-0.8948253081937186,0.04646097848628258
15.4,0.4246419164742009,0.9121773433339195,-0.9999928938932473,0.11227545530495775
15.450000000000001,0.7465685154317753,0.6584793205583982,-0.8981657424088618,0.16896069786043721
15.5,0.9481019036840284,0.28501926246998266,-0.610421687981611,0.20756649272413338
15.55,0.9967423827110206,-0.14027915395573115,-0.1963226587873139,0.2200468566559918
15.600000000000001,0.8846460864518786,-0.5400640630241199,0.2584144163442284,0.20099881325732905
15.65,0.6298898996611344,-0.8416239111562207,0.6596606871686721,0.14930889189119526
15.700000000000001,0.27355634141212826,-0.9901119931429315,0.924359697102683,0.0692680151239599
15.75,-0.12689148842836032,-0.9585217890173776,0.9977197547964916,-0.02923117421641545
15.8,-0.5068765296737218,-0.7525988203531377,0.8645556064799446,-0.13163991451563836
15.850000000000001,-0.8051215945107458,-0.40979567385254345,0.5524317259122531,-0.22082851415034535
15.9,-0.9735310558261372,0.007539750930369414,0.1259565728349561,-0.2800115773536039
15.950000000000001,-0.9849468493005102,0.42350387081579843,-0.3265911132071271,-0.2960113638972796
16.0,-0.8375280400421466,0.7624425110114452,-0.711535677209273,-0.26220706874665817
16.05,-0.5550476956236734,0.9627106355554013,-0.9491950540862623,-0.18051070471817812
