x,band_0.429,band_0.456,band_0.487
0.0,3.9405849814260156e-45,6.765524179769433e-51,5.985739187692003e-58
0.001001001001001001,6.34658153418392e-45,1.1228519378515136e-50,1.0282834315380866e-57
0.002002002002002002,1.0210229729295101e-44,1.8614870496710078e-50,1.7645110023615996e-57
0.003003003003003003,1.6407697773549757e-44,3.082577680433133e-50,3.0244916316590733e-57
0.004004004004004004,2.633760414240451e-44,5.098994270200966e-50,5.178415426408809e-57
0.005005005005005005,4.2230027862644254e-44,8.425030899677237e-50,8.856413236664455e-57
0.006006006006006006,6.763678470650968e-44,1.3905127161518356e-49,1.512987503389643e-56
0.007007007007007007,1.0820841214310361e-43,2.2924238138514505e-49,2.581839813478139e-56
0.008008008008008008,1.7292412164470424e-43,3.775125047394097e-49,4.400882062729372e-56
0.009009009009009009,2.7603656638567022e-43,6.2098949907017884e-49,7.4931883795611605e-56
0.01001001001001001,4.401433441199556e-43,1.0203605397976496e-48,1.27441259712047e-55
0.011011011011011011,7.0103248813758516e-43,1.674709706475817e-48,2.1650600399300153e-55
0.012012012012012012,1.115317804943975e-42,2.745629320881184e-48,3.674060616001776e-55
0.013013013013013013,1.7724565987760402e-42,4.496356677361227e-48,6.2278647717248664e-55
0.014014014014014014,2.8136434886962708e-42,7.355227147912119e-48,1.0545046879658359e-54
0.015015015015015015,4.461480615040379e-42,1.2018434697832902e-47,1.783505034703208e-54
0.016016016016016016,7.06651746597335e-42,1.9616260074030506e-47,3.013121529008534e-54
0.017017017017017015,1.1180168452096097e-41,3.19816596756732e-47,5.0848183340984034e-54
0.018018018018018018,1.7668827939816838e-41,5.208375271908407e-47,8.571379388583547e-54
0.01901901901901902,2.789225455248796e-41,8.47266476394408e-47,1.443253034664571e-53
0.02002002002002002,4.3982102115802455e-41,1.376747390353244e-46,2.4274524098677e-53
0.02102102102102102,6.927632309860863e-41,2.2346267064550847e-46,4.078265104593796e-53
0.022022022022022022,1.0899589945437101e-40,3.6230321816604904e-46,6.844105042096252e-53
0.023023023023023025,1.7129787450287601e-40,5.867537617470827e-46,1.1472930518875367e-52
0.024024024024024024,2.6891205576847355e-40,9.491963456279738e-46,1.9210936857401053e-52
0.025025025025025023,4.216819926145832e-40,1.5338140670639758e-45,3.213210738429477e-52
0.026026026026026026,6.605053232259838e-40,2.475744708490767e-45,5.368418432462643e-52
0.02702702702702703,1.033437157761358e-39,3.9916778719886236e-45,8.959215686238698e-52
0.028028028028028028,1.615133062707686e-39,6.428676878194345e-45,1.4935167898550093e-51
0.029029029029029027,2.5214422529297653e-39,1.0341991884237713e-44,2.4869480334084258e-51
0.03003003003003003,3.9319340876290714e-39,1.6618938157481624e-44,4.1365644543685466e-51
0.031031031031031032,6.124630824649703e-39,2.6675884898985264e-44,6.872731302941644e-51
0.03203203203203203,9.529499390417736e-39,4.277114552900071e-44,1.1406053868318264e-50
0.03303303303303303,1.4810739434526238e-38,6.850139459045931e-44,1.8908538217475588e-50
0.03403403403403403,2.299322453476256e-38,1.0958836017273771e-43,3.1311002801672566e-50
0.035035035035035036,3.5656565036715334e-38,1.7512410454735642e-43,5.179078365442901e-50
0.036036036036036036,5.523261559723159e-38,2.7953996786686775e-43,8.55705792532474e-50
0.037037037037037035,8.546104542377672e-38,4.457161578830854e-43,1.4122544287163958e-49
0.03803803803803804,1.3208614830082315e-37,7.09887173935892e-43,2.3281872299137476e-49
0.03903903903903904,2.039214145825106e-37,1.1293713462305573e-42,3.833887317595059e-49
0.04004004004004004,3.144740965886037e-37,1.7947364544789214e-42,6.3063383772833125e-49
0.04104104104104104,4.844214945537507e-37,2.8489254681568903e-42,1.0361715873305952e-48
0.04204204204204204,7.453811683313404e-37,4.5172900298627107e-42,1.7006015594740495e-48
0.043043043043043044,1.1456445975079745e-36,7.154698652790005e-42,2.787981904370216e-48
0.044044044044044044,1.7588868038721472e-36,1.131934252688721e-41,4.565557452352465e-48
0.04504504504504504,2.697381370878128e-36,1.7888237055035408e-41,7.468169356354269e-48
0.04604604604604605,4.132028430057028e-36,2.823776795380824e-41,1.220256100761779e-47
0.04704704704704705,6.322673159214329e-36,4.452558894332694e-41,1.9916100142971822e-47
0.04804804804804805,9.663949403000823e-36,7.013026245633706e-41,3.2469387716281834e-47
0.04904904904904905,1.4754518686400356e-35,1.103361281359949e-40,5.287621756616525e-47
0.050050050050050046,2.2501523831172894e-35,1.7339896443510817e-40,8.601281209550282e-47
0.05105105105105105,3.4277986027000294e-35,2.7220227032383233e-40,1.3975984055767665e-46
0.05205205205205205,5.215970767682607e-35,4.268285595714039e-40,2.2683921222287213e-46
0.05305305305305305,7.928143168836092e-35,6.685465970798362e-40,3.677649601786432e-46
0.05405405405405406,1.2037167492068152e-34,1.0459872200755012e-39,5.955785528956256e-46
0.055055055055055056,1.8255494732956578e-34,1.6346981010082477e-39,9.634390300733223e-46
0.056056056056056056,2.765536498629729e-34,2.5519092253820815e-39,1.5567752056901703e-45
0.057057057057057055,4.1848670564811384e-34,3.979324628031021e-39,2.5127197891344733e-45
0.058058058058058054,6.325581003486706e-34,6.198263023908963e-39,4.051153490788659e-45
0.05905905905905906,9.550710062954248e-34,9.643776071750699e-39,6.524238371503479e-45
0.06006006006006006,1.4404141687508602e-33,1.4987897606181798e-38,1.0495362087871004e-44
0.06106106106106106,2.1699793064239277e-33,2.3267557796892497e-38,1.6864812469401566e-44
0.062062062062062065,3.265429290084433e-33,3.6080900608878555e-38,2.7069615714657156e-44
0.06306306306306306,4.9084170906478605e-33,5.588823846477904e-38,4.3400941285171685e-44
0.06406406406406406,7.369857986572009e-33,8.647288674602819e-38,6.950766364247336e-44
0.06506506506506507,1.1053333228160004e-32,1.3364600384658188e-37,1.1119434912640016e-43
0.06606606606606606,1.6559373077521127e-32,2.063233979071185e-37,1.7768437020835468e-43
0.06706706706706707,2.4780553498450686e-32,3.1816871182609287e-37,2.8361697561893328e-43
0.06806806806806806,3.70420145807307e-32,4.900980130005782e-37,4.522011889303032e-43
0.06906906906906907,5.530885631864678e-32,7.540929800863003e-37,7.201909541593746e-43
0.07007007007007007,8.249188773060373e-32,1.1589997388707922e-36,1.1457242584952652e-42
0.07107107107107107,1.2289785130390328e-31,1.7793372157204462e-36,1.8206607884451635e-42
0.07207207207207207,1.8289162633954165e-31,2.7286615459617836e-36,2.889977445183014e-42
0.07307307307307308,2.718690926558887e-31,4.179819837866715e-36,4.5822243807492456e-42
0.07407407407407407,4.0368474476228345e-31,6.395609503036717e-36,7.257294285516249e-42
0.07507507507507508,5.9874420313924275e-31,9.775135799511082e-36,1.1481261289763895e-41
0.07607607607607608,8.870677486064577e-31,1.4923824864708524e-35,1.8143495076978785e-41
0.07707707707707707,1.3127702972413338e-30,2.2759041734374184e-35,2.863972118953839e-41
0.07807807807807808,1.940605142388393e-30,3.4669237064234974e-35,4.5157834161398093e-41
0.07907907907907907,2.8655111189825e-30,5.275347598486153e-35,7.112362884072913e-41
0.08008008008008008,4.22652558322011e-30,8.018153414446531e-35,1.1189513215397806e-40
0.08108108108108109,6.227036197540725e-30,1.2173462605273013e-34,1.7584295129073878e-40
0.08208208208208208,9.164225401080845e-30,1.8461644102550724e-34,2.7602932212265144e-40
0.08308308308308308,1.3471830769341444e-29,2.7966821278589763e-34,4.3281465512642535e-40
0.08408408408408408,1.9782171330352678e-29,4.231870054814616e-34,6.778992919722205e-40
0.08508508508508508,2.901601607454997e-29,6.396435489853561e-34,1.0605835507053618e-39
0.08608608608608609,4.251264159802075e-29,9.657399756314801e-34,1.6574524496485996e-39
0.08708708708708708,6.221783341427312e-29,1.4564610590547582e-33,2.587341489180637e-39
0.08808808808808809,9.095533130711062e-29,2.1940879395158655e-33,4.034436753014308e-39
0.0890890890890891,1.3281830100625046e-28,3.301609206617389e-33,6.283889715102655e-39
0.09009009009009009,1.9373325036003203e-28,4.962651608741938e-33,9.776663808137647e-39
0.09109109109109109,2.8227141044915647e-28,7.451065692970943e-33,1.5193900996163096e-38
0.0920920920920921,4.108148233685919e-28,1.1174792848688759e-32,2.358654814211816e-38
0.09309309309309309,5.972302574784704e-28,1.67408326124823e-32,3.6574295222475684e-38
0.0940940940940941,8.672693189283496e-28,2.505134862693689e-32,5.665053676092143e-38
0.09509509509509509,1.258005811313814e-27,3.74456739737409e-32,8.76493250585644e-38
0.0960960960960961,1.822752891676702e-27,5.590989499821199e-32,1.3545954335407025e-37
0.0970970970970971,2.638088911486035e-27,8.338581648135107e-32,2.091159322251078e-37
0.0980980980980981,3.813884573778256e-27,1.2422590763040668e-31,3.2246391427638033e-37
0.0990990990990991,5.5075968864506845e-27,1.8486242914472047e-31,4.966970773837226e-37
0.10010010010010009,7.944621850688074e-27,2.7479043811271055e-31,7.64220303622933e-37
0.1011011011011011,1.1447240287229453e-26,4.080102387225309e-31,1.1745243446496686e-36
0.1021021021021021,1.6475737041598222e-26,6.05141574072099e-31,1.803108904684647e-36
0.1031031031031031,2.3686745214670668e-26,8.965188052339745e-31,2.765020639256305e-36
0.1041041041041041,3.4015934720082125e-26,1.3267170206456058e-30,4.23536926458588e-36
0.10510510510510511,4.879506649861509e-26,1.9611629586731703e-30,6.480382909385871e-36
0.1061061061061061,6.991750192438842e-26,2.8957798855046105e-30,9.904362777317566e-36
0.10710710710710711,1.0007195308363343e-25,4.271042532633153e-30,1.5120595472023291e-35
0.10810810810810811,1.4307222553412224e-25,6.292434876840473e-30,2.3058323828027518e-35
0.1091091091091091,2.043218318994597e-25,9.26019318114053e-30,3.5123926321769924e-35
0.11011011011011011,2.9146787767674135e-25,1.3612498599212915e-29,5.344349663984541e-35
0.1111111111111111,4.153202508336991e-25,1.9988128527679227e-29,8.122751300912311e-35
0.11211211211211211,5.911422505037244e-25,2.931722787704753e-29,1.2331841435754135e-34
0.11311311311311312,8.40460636241648e-25,4.295266907999781e-29,1.8701187796356834e-34
0.11411411411411411,1.193601177926211e-24,6.285993005908586e-29,2.832871889610635e-34
0.11511511511511512,1.69323635221746e-24,9.189124060373851e-29,4.286483561174216e-34
0.11611611611611611,2.399343417618315e-24,1.341809370151943e-28,6.47875973073747e-34
0.11711711711711711,3.396125463379962e-24,1.9571495387142339e-28,9.78135609209058e-34
0.11811811811811812,4.801661307901172e-24,2.8515020181528383e-28,1.475104369367967e-33
0.11911911911911911,6.781344450279769e-24,4.149921109676216e-28,2.2220964886946978e-33
0.12012012012012012,9.566576960232303e-24,6.032849377148513e-28,3.343640375428785e-33
0.12112112112112113,1.3480742676763502e-23,8.760353029361454e-28,5.025655238730715e-33
0.12212212212212212,1.897525199606128e-23,1.270682993745837e-27,7.545400705416063e-33
0.12312312312312312,2.6679505112901947e-23,1.8410658027660853e-27,1.1315881949499227e-32
0.12412412412412413,3.7470067096552926e-23,2.6645132783799342e-27,1.6951611553358545e-32
0.12512512512512514,5.2566329878378643e-23,3.851970483011557e-27,2.53658873720894e-32
0.12612612612612611,7.366264780314646e-23,5.562429200542378e-27,3.7914524322119676e-32
0.12712712712712712,1.0311063915035844e-22,8.023475410999735e-27,5.66079786686036e-32
0.12812812812812813,1.441704042993664e-22,1.1560511226010041e-26,8.442404711616964e-32
0.12912912912912913,2.0135630720328068e-22,1.6638265018442118e-26,1.257682944490979e-31
0.13013013013013014,2.8091235673685146e-22,2.3919688485972417e-26,1.8715121867046006e-31
0.13113113113113112,3.9146499458072327e-22,3.434942608822404e-26,2.7818302888915453e-31
0.13213213213213212,5.449184421706314e-22,4.927197096071524e-26,4.130333192998402e-31
0.13313313313313313,7.576812916242304e-22,7.059872681833369e-26,6.125704283866655e-31
0.13413413413413414,1.052344911819757e-21,1.0104394341280188e-25,9.07493350836817e-31
0.13513513513513514,1.4599773935619407e-21,1.4445753136355531e-25,1.3429113975539276e-30
0.13613613613613612,2.0232550862259326e-21,2.0629398958876583e-25,1.9850330954618747e-30
0.13713713713713713,2.800732522513386e-21,2.942723415107844e-25,2.9309244788214003e-30
0.13813813813813813,3.872657703179378e-21,4.193038006696343e-25,4.322728787618203e-30
0.13913913913913914,5.34888269946109e-21,5.96794259482542e-25,6.36836332402219e-30
0.14014014014014015,7.379611852608116e-21,8.484709141101849e-25,9.371609000583855e-30
0.14114114114114115,1.0169988211517121e-20,1.2049409530615226e-24,1.3775804571168045e-29
0.14214214214214213,1.3999865500067307e-20,1.7092715159448594e-24,2.022722332237346e-29
0.14314314314314314,1.9250577442061512e-20,2.42199269869731e-24,2.9666891941128927e-29
0.14414414414414414,2.644113801431929e-20,3.428081100641397e-24,4.346346178327053e-29
0.14514514514514515,3.627713731981666e-20,4.846696555405822e-24,6.360526443303244e-29
0.14614614614614616,4.9716707408685776e-20,6.844741581503576e-24,9.297759212717586e-29
0.14714714714714713,6.805941202282339e-20,9.655722292955986e-24,1.3576255772657144e-28
0.14814814814814814,9.306588483571414e-20,1.360595282707487e-23,1.980150555022487e-28
0.14914914914914915,1.2711866194323106e-19,1.915091987450827e-23,2.8849141666412863e-28
0.15015015015015015,1.734381365936604e-19,2.692568753402549e-23,4.198402431443161e-28
0.15115115115115116,2.363721845256409e-19,3.781468160156257e-23,6.103117305502804e-28
0.15215215215215216,3.217841311791371e-19,5.304819098063116e-23,8.862083832776394e-28
0.15315315315315314,4.375718359573516e-19,7.433565848496398e-23,1.2853946104787076e-27
0.15415415415415415,5.9436138121427265e-19,1.040495703805914e-22,1.862316878054257e-27
0.15515515515515516,8.064329967294065e-19,1.4547885486759033e-22,2.695176231155629e-27
0.15615615615615616,1.092955499394712e-18,2.0317765352127976e-22,3.8961641024053796e-27
0.15715715715715717,1.4796300874552244e-18,2.834447980417087e-22,5.6260527181814265e-27
0.15815815815815815,2.0008766317512564e-18,3.9498220099441745e-22,8.114968495088023e-27
0.15915915915915915,2.702738041216216e-18,5.497978588170237e-22,1.1691934208215431e-26
0.16016016016016016,3.6467339541829575e-18,7.644428919513315e-22,1.6826832501404577e-26
0.16116116116116116,4.914967959741342e-18,1.061704195299801e-21,2.418994408552991e-26
0.16216216216216217,6.616888026533104e-18,1.4729177782028893e-21,3.473632275113065e-26
0.16316316316316315,8.898224604673288e-18,2.0411266771002346e-21,4.982522886459297e-26
0.16416416416416416,1.1952793765572311e-17,2.82538670759515e-21,7.138899155840696e-26
0.16516516516516516,1.603806512501318e-17,3.906630356330507e-21,1.021714780506814e-25
0.16616616616616617,2.149567083728112e-17,5.3956432502609336e-21,1.460644706281874e-25
0.16716716716716717,2.8778391580540635e-17,7.443901504669887e-21,2.08581595919857e-25
0.16816816816816815,3.848562254871695e-17,1.0258278675840238e-20,2.9752527622660155e-25
0.16916916916916916,5.140992836438186e-17,1.4120980451163217e-20,4.2392422230244735e-25
0.17017017017017017,6.859808077991728e-17,1.9416533423760566e-20,6.0334967230608965e-25
0.17117117117117117,9.143098866049549e-17,2.6668280943113894e-20,8.577612332588425e-25
0.17217217217217218,1.2172824215628949e-16,3.658767667901344e-20,1.2180923941068977e-24
0.17317317317317318,1.6188468673756904e-16,5.0140784845578223e-20,1.7278678845325973e-24
0.17417417417417416,2.1504862590411636e-16,6.863788719580096e-20,2.4482587636884814e-24
0.17517517517517517,2.853540616826036e-16,9.385408276312195e-20,3.465138413257274e-24
0.17617617617617617,3.7822299502860805e-16,1.2819140773370807e-19,4.898919918600563e-24
0.17717717717717718,5.007584472701836e-16,1.7489651181397283e-19,6.918255188640338e-24
0.1781781781781782,6.622548124835447e-16,2.3835258317281754e-19,9.759089451983638e-24
0.17917917917917917,8.748597691425454e-16,3.2447038355198975e-19,1.37511336818016e-23
0.18018018018018017,1.1544317236121615e-15,4.412114204760261e-19,1.9354599697822942e-23
0.18118118118118118,1.521649205136994e-15,5.992870768237057e-19,2.7211116820695816e-23
0.18218218218218218,2.0034445110760095e-15,8.130917673492634e-19,3.821422217292036e-23
0.1831831831831832,2.6348541323388778e-15,1.1019469801563762e-18,5.360683485564689e-23
0.1841841841841842,3.461404231679477e-15,1.4917578035581385e-18,7.51158854699702e-23
0.18518518518518517,4.542182160630214e-15,2.017216081213687e-18,1.0513804581237538e-22
0.18618618618618618,5.9537865177370325e-15,2.7247270862121702e-18,1.4699565375847124e-22
0.1871871871871872,7.795400871981366e-15,3.6762926877922266e-18,2.0528894915437112e-22
0.1881881881881882,1.0195302883813253e-14,4.95465747014142e-18,2.8638029571018707e-22
0.1891891891891892,1.3319204759790377e-14,6.670120430217037e-18,3.990590632756632e-22
0.19019019019019018,1.7380927283796135e-14,8.969540573112684e-18,5.554535009375106e-22
0.19119119119119118,2.265604370414953e-14,1.2048228796123632e-17,7.722798828857577e-22
0.1921921921921922,2.9499298532383047e-14,1.616563235597402e-17,1.0725516608602328e-21
0.1931931931931932,3.836681855013544e-14,2.1665996729333807e-17,1.4879152720739992e-21
0.1941941941941942,4.98443998662418e-14,2.900555186287711e-17,2.0618386061499695e-21
0.19519519519519518,6.468348916868338e-14,3.8788240204884594e-17,2.8539582585040705e-21
0.1961961961961962,8.384689604386691e-14,5.181261407022983e-17,3.9459997253868424e-21
0.1971971971971972,1.0856679701301935e-13,6.913332033594011e-17,5.449830166111201e-21
0.1981981981981982,1.4041824624477296e-13,9.214161316221472e-17,7.518399007354698e-21
0.1991991991991992,1.8141222418429718e-13,1.2267065694009748e-16,1.0360584477592017e-20
0.20020020020020018,2.3411327232670773e-13,1.631330871088163e-16,1.4261316757847748e-20
0.2012012012012012,3.017880277078812e-13,2.167004945966618e-16,1.960882090754359e-20
0.2022022022022022,3.8859254292616064e-13,2.875373291180739e-16,2.6931455043527778e-20
0.2032032032032032,4.998082284483287e-13,3.8110535409085205e-16,3.6947464449557204e-20
0.2042042042042042,6.421386715421332e-13,5.045594562890366e-16,5.0632100643747856e-20
0.20520520520520522,8.240825779822574e-13,6.672616020701955e-16,6.930805892595438e-20
0.2062062062062062,1.0564017800627103e-12,8.814474013881326e-16,9.476719146925375e-20
0.2072072072072072,1.3527078176074838e-12,1.1630895498186636e-15,1.2943411783539552e-19
0.2082082082082082,1.7301962226564785e-12,1.5330149482290719e-15,1.765858947355979e-19
0.2092092092092092,2.2105645604603504e-12,2.0183482832833303e-15,2.4064660347029773e-19
0.21021021021021022,2.8211587872359038e-12,2.6543752155595422e-15,3.2758193695010925e-19
0.2112112112112112,3.596402927775396e-12,3.486944232290521e-15,4.454271046286261e-19
0.2122122122122122,4.579579875823812e-12,4.575559146609567e-15,6.049922605577975e-19
0.2132132132132132,5.8250467875329215e-12,5.997356009315224e-15,8.20804032049339e-19
0.21421421421421422,7.400987689130648e-12,7.852211157269074e-15,1.1123606762171297e-18
0.21521521521521522,9.392829296155968e-12,1.0269294155125532e-14,1.505803345652332e-18
0.21621621621621623,1.1907474535707263e-11,1.3415464123736871e-14,2.0361387639030898e-18
0.2172172172172172,1.507854294703493e-11,1.7506014924757785e-14,2.7501917213494594e-18
0.2182182182182182,1.9072849294851352e-11,2.2818409546296344e-14,3.710522357988586e-18
0.21921921921921922,2.4098402902856305e-11,2.970981386130831e-14,5.000617302161757e-18
0.22022022022022023,3.041427224175079e-11,3.86394534843848e-14,6.731760705094993e-18
0.22122122122122123,3.8342734381893555e-11,5.0197085637943444e-14,9.052117947723709e-18
0.2222222222222222,4.8284219661726634e-11,6.513921428593595e-14,1.2158730226552288e-17
0.22322322322322322,6.073567144121414e-11,8.443509806673468e-14,1.6313333890143584e-17
0.22422422422422422,7.631307280093103e-11,1.0932512749964878e-13,2.1863199196106102e-17
0.22522522522522523,9.577905089488404e-11,1.4139480617949423e-13,2.9268548298576943e-17
0.22622622622622623,1.2007666055682133e-10,1.826683918289479e-13,3.9138586489849216e-17
0.2272272272272272,1.5037067782744907e-10,2.3572727610131004e-13,5.227879580772248e-17
0.22822822822822822,1.88098008548023e-10,3.038594548349679e-13,6.975293691822472e-17
0.22922922922922923,2.3502914557558467e-10,3.9124802191714486e-13,9.296423605974921e-17
0.23023023023023023,2.933430005365276e-10,5.032085822188384e-13,1.2376156585648145e-16
0.23123123123123124,3.657179041100858e-10,6.464879106454805e-13,1.6457814775354982e-16
0.23223223223223222,4.554421264047585e-10,8.296391933600162e-13,2.186125192525051e-16
0.23323323323323322,5.665479321812212e-10,1.0634929057505378e-12,2.9006436078042554e-16
0.23423423423423423,7.039739733123833e-10,1.3617469707813557e-12,3.8444144292006915e-16
0.23523523523523523,8.737617549001021e-10,1.7417054970745244e-12,5.089586613092263e-16
0.23623623623623624,1.0832930174236948e-09,2.225202356811698e-12,6.730561614555248e-16
0.23723723723723725,1.3415761848344236e-09,2.8397544187201438e-12,8.890712839613369e-16
0.23823823823823823,1.6595915720143746e-09,3.6199997517831637e-12,1.173108944576548e-15
0.23923923923923923,2.050706864271287e-09,4.6094889854231355e-12,1.5461676880739386e-15
0.24024024024024024,2.5311765224936536e-09,5.862913764745542e-12,2.035594759271207e-15
0.24124124124124124,3.1207412832122004e-09,7.448875493981771e-12,2.6769640511425046e-15
0.24224224224224225,3.843346874050548e-09,9.453321063201676e-12,3.5164968938677996e-15
0.24324324324324323,4.728004521881875e-09,1.1983800899630104e-11,4.614178818301237e-15
0.24424424424424424,5.809819873645694e-09,1.5174739552682174e-11,6.04776752039683e-15
0.24524524524524524,7.131221669947896e-09,1.9193951402802407e-11,7.917940600603153e-15
0.24624624624624625,8.743427013972554e-09,2.425068552473118e-11,1.0354899174952019e-14
0.24724724724724725,1.0708186482131958e-08,3.0605546084343806e-11,1.3526828807308705e-14
0.24824824824824826,1.3099859763823176e-08,3.858271011063775e-11,1.7650726961857175e-14
